CustomerID,Age,Gender,AnnualIncome,Education,Occupation,City,TenureMonths,MembershipTier,PreferredChannel,TotalPurchases,TotalSpend,AvgOrderValue,PurchaseFrequencyPerMonth,WebsiteVisitsPerMonth,AppUsageHoursPerMonth,DiscountUsesPerYear,Returns,LastPurchaseDays,SatisfactionScore,SupportTickets,EmailOpenRatePct,CartAbandonmentRatePct,Churned
C056778,37,Male,29963,Bachelor,Sales,Mumbai,118,None,Mobile App,535,66934.48,125.11,4.3,17,9.4,4,1,17,8.3,1,96.5,48.3,0
C056779,29,Female,108487,Bachelor,Sales,Chennai,53,Gold,Website,224,118265.86,527.97,4.38,19,2.8,10,1,67,7.1,1,68.5,46.0,1
C056780,45,Female,54924,High School,Finance,Pune,2,Platinum,Mobile App,7,90481.36,12925.91,3.87,15,13.6,14,1,32,9.2,2,98.0,4.8,0
C056781,19,Male,77127,High School,Business,Hyderabad,88,Gold,Store,383,103368.15,269.89,4.5,13,18.7,6,2,18,9.2,0,76.2,16.5,0
C056782,18,Male,22759,High School,Healthcare,Mumbai,20,Silver,Store,95,22581.81,237.7,4.21,22,4.6,5,3,57,5.6,1,94.0,38.7,1
C056783,26,Male,39316,Bachelor,Student,Chennai,20,Silver,Store,163,29709.42,182.27,7.2,17,23.7,5,1,24,5.3,1,23.8,33.1,1
C056784,39,Male,40866,Master,Finance,Pune,97,None,Mobile App,174,49906.79,286.82,1.75,20,6.2,6,1,50,6.8,5,56.0,32.1,1
C056785,68,Female,18638,Bachelor,Teacher,Kochi,96,Silver,Store,484,22624.22,46.74,5.18,14,11.7,12,2,146,8.1,3,61.3,44.4,1
C056786,57,Female,34108,Bachelor,Business,Delhi,54,Silver,Website,404,33279.08,82.37,7.18,20,18.2,7,2,15,8.2,1,53.7,36.5,1
C056787,44,Male,27379,Bachelor,Teacher,Kochi,6,Gold,Marketplace,40,51584.51,1289.61,7.21,10,5.1,2,0,31,7.5,2,76.0,33.9,1
C056788,26,Female,53103,Bachelor,Other,Mumbai,49,None,Store,285,61004.12,214.05,5.17,17,14.0,7,4,37,7.6,0,77.7,25.7,1
C056789,24,Female,68308,Master,Sales,Madurai,91,Gold,Mobile App,480,122442.1,255.09,5.89,17,8.7,6,0,46,7.0,2,44.5,54.9,1
C056790,53,Male,40768,Diploma,Sales,Pune,24,Gold,Website,112,35735.27,319.06,4.54,16,16.6,7,0,7,6.0,1,56.3,33.1,1
C056791,65,Male,125310,Diploma,Other,Delhi,110,None,Store,494,167278.86,338.62,5.57,19,7.4,4,1,32,10.0,4,67.4,26.9,1
C056792,55,Male,44785,High School,Student,Madurai,8,None,Website,22,33117.65,1505.35,3.39,16,12.2,3,2,99,9.2,3,50.7,3.0,1
C056793,67,Male,100903,PhD,Sales,Hyderabad,58,None,Marketplace,346,52991.74,153.16,5.25,8,16.6,4,0,47,7.9,4,23.4,30.4,0
C056794,19,Male,88609,Bachelor,IT,Pune,30,Gold,Store,213,53169.93,249.62,6.45,16,6.9,7,0,37,5.5,0,78.3,45.2,1
C056795,60,Female,45884,Bachelor,Healthcare,Coimbatore,88,None,Marketplace,312,55188.82,176.89,3.71,18,10.8,9,2,45,8.0,0,39.7,57.4,1
C056796,22,Female,60856,Bachelor,Student,Delhi,8,None,Marketplace,40,143439.9,3586.0,4.71,20,3.1,4,1,70,6.1,2,23.2,38.8,1
C056797,34,Male,114959,Master,Teacher,Hyderabad,73,Platinum,Mobile App,287,131422.21,457.92,5.35,9,8.6,12,0,77,9.2,1,67.3,3.0,0
C056798,54,Female,102758,PhD,Sales,Hyderabad,79,Silver,Mobile App,612,63515.34,103.78,6.94,16,18.7,8,1,17,7.6,1,52.5,5.4,1
C056799,52,Female,68066,Master,Finance,Bengaluru,12,Silver,Store,31,62169.5,2005.47,2.79,11,17.2,5,2,80,5.3,1,70.9,43.0,1
C056800,68,Female,19172,High School,IT,Mumbai,62,None,Website,155,11366.88,73.33,2.44,20,7.1,6,1,82,6.1,1,63.4,19.1,0
C056801,25,Female,51422,Bachelor,Healthcare,Chennai,61,Silver,Mobile App,282,31822.48,112.85,6.93,11,30.2,8,2,40,10.0,2,75.5,40.1,1
C056802,60,Female,106219,Bachelor,Engineer,Bengaluru,83,Gold,Website,432,63218.91,146.34,5.67,13,12.8,4,3,17,3.4,1,54.7,54.0,1
C056803,20,Male,20628,High School,Business,Hyderabad,117,None,Store,768,30941.77,40.29,5.12,12,9.0,1,1,25,9.2,3,56.8,43.4,0
C056804,20,Female,18147,High School,Business,Kochi,111,None,Store,805,27775.35,34.5,7.59,14,21.7,6,4,42,8.5,1,54.1,35.1,0
C056805,18,Female,33020,Bachelor,Other,Madurai,91,None,Marketplace,1184,33963.53,28.69,9.64,19,20.8,4,0,21,5.0,3,50.1,31.2,0
C056806,41,Female,20242,Master,Teacher,Delhi,40,Silver,Marketplace,212,6737.4,31.78,5.1,16,5.7,7,2,95,5.8,3,32.9,47.5,1
C056807,62,Male,21580,Bachelor,Other,Chennai,37,Platinum,Marketplace,287,14394.51,50.16,6.77,14,10.8,7,1,78,7.2,3,42.4,25.2,1
C056808,47,Female,177390,High School,Student,Bengaluru,71,None,Website,107,209588.51,1958.77,1.22,19,12.7,5,0,27,7.5,1,69.8,38.1,0
C056809,59,Male,18286,Master,Student,Delhi,59,Gold,Mobile App,309,19384.09,62.73,4.56,21,8.6,7,3,41,8.3,3,73.4,40.6,1
C056810,43,Male,26359,Bachelor,IT,Kochi,90,Gold,Mobile App,324,65533.43,202.26,3.69,16,8.5,8,0,42,8.0,1,62.7,23.9,1
C056811,55,Female,29880,Bachelor,Student,Pune,29,Gold,Store,197,56334.54,285.96,5.54,16,14.7,8,1,52,7.3,3,56.3,48.8,1
C056812,60,Female,42225,Master,IT,Hyderabad,110,Silver,Website,437,49537.62,113.36,3.89,19,15.0,5,2,30,5.6,3,63.5,24.5,0
C056813,57,Male,59277,PhD,Teacher,Mumbai,105,None,Website,447,36707.49,82.12,4.0,18,18.3,5,1,63,7.3,2,55.2,11.9,1
C056814,68,Male,119685,Master,Sales,Mumbai,48,Gold,Website,200,249991.37,1249.96,3.85,18,8.4,5,3,48,9.9,1,52.0,49.8,1
C056815,60,Male,128242,Diploma,Business,Kochi,115,Silver,Marketplace,263,180178.67,685.09,3.08,11,6.6,5,2,42,8.3,1,61.4,39.9,0
C056816,55,Female,63967,Bachelor,Teacher,Pune,41,Platinum,Mobile App,223,93746.77,420.39,5.36,15,17.3,3,0,30,7.6,0,68.4,31.9,1
C056817,61,Female,56512,Master,Sales,Hyderabad,16,None,Website,44,68710.56,1561.6,2.5,16,16.3,4,3,25,9.4,2,77.1,43.5,0
C056818,67,Female,59771,Master,Business,Kochi,38,None,Mobile App,263,73279.19,278.63,7.67,20,8.6,7,0,35,6.1,2,28.8,49.2,0
C056819,20,Male,43812,Bachelor,Healthcare,Chennai,91,Silver,Mobile App,282,42858.15,151.98,2.87,17,22.4,5,3,52,9.9,0,52.4,26.1,0
C056820,30,Male,42008,Master,Teacher,Delhi,45,None,Mobile App,322,60912.6,189.17,5.63,9,16.2,5,1,19,6.3,4,64.1,73.1,0
C056821,53,Female,61537,Master,Healthcare,Madurai,17,Platinum,Mobile App,10,57626.6,5762.66,0.5,14,11.8,9,2,46,8.9,3,54.7,31.5,1
C056822,58,Female,15000,Diploma,Business,Bengaluru,42,None,Mobile App,269,24519.73,91.15,7.6,18,14.0,5,1,63,8.4,3,44.6,9.3,0
C056823,65,Female,41523,Bachelor,Other,Coimbatore,88,Silver,Website,559,30890.65,55.26,7.27,18,17.7,5,0,10,7.6,2,68.6,31.0,0
C056824,29,Male,50265,Bachelor,Sales,Chennai,11,Gold,Store,27,27766.57,1028.39,2.3,17,14.6,6,3,34,6.1,2,42.7,40.0,1
C056825,37,Male,110301,Diploma,Finance,Mumbai,89,None,Mobile App,557,120151.1,215.71,5.78,21,12.4,8,3,33,8.2,3,82.3,37.3,1
C056826,56,Male,75132,High School,Student,Kochi,78,Gold,Store,237,105666.91,445.85,3.14,19,14.1,4,3,52,6.0,3,43.0,53.8,0
C056827,61,Male,148045,Master,Finance,Chennai,35,Silver,Website,89,67327.06,756.48,3.09,12,9.6,6,1,23,6.1,0,64.9,45.1,0
C056828,25,Female,47349,High School,Business,Bengaluru,23,None,Mobile App,99,64727.07,653.81,3.94,19,4.5,5,2,70,7.6,1,89.2,43.4,0
C056829,64,Female,66974,Bachelor,Healthcare,Coimbatore,52,None,Website,106,149121.03,1406.8,2.46,13,16.8,4,4,111,9.4,3,64.2,52.6,1
C056830,19,Male,112032,PhD,Teacher,Madurai,120,Silver,Store,687,135325.66,196.98,4.9,12,4.5,5,2,41,9.6,0,40.7,53.1,1
C056831,28,Female,59418,Bachelor,Teacher,Kochi,91,Silver,Mobile App,299,49168.27,164.44,3.23,14,14.0,8,1,31,9.7,0,61.4,28.1,0
C056832,38,Male,55969,Bachelor,Student,Coimbatore,87,Platinum,Mobile App,152,87771.9,577.45,1.76,15,19.1,2,1,71,7.9,3,66.8,7.0,0
C056833,54,Female,49790,Bachelor,Teacher,Mumbai,12,None,Website,103,31877.37,309.49,8.77,16,8.7,4,1,70,6.8,0,72.2,31.7,1
C056834,23,Female,36981,High School,Sales,Hyderabad,54,None,Website,78,13670.82,175.27,1.3,17,7.2,7,1,86,7.6,2,65.8,25.1,1
C056835,36,Male,55614,Bachelor,Engineer,Chennai,67,Silver,Website,296,103973.83,351.26,3.93,16,17.0,9,1,67,7.5,1,65.5,13.3,0
C056836,47,Female,23835,Diploma,Engineer,Pune,96,Silver,Website,481,17187.03,35.73,4.43,18,16.5,6,2,7,8.7,1,58.7,30.1,0
C056837,63,Female,64899,High School,Sales,Chennai,4,Silver,Website,22,71520.3,3250.92,4.43,26,12.5,5,0,59,7.9,2,62.0,43.3,0
C056838,56,Male,48974,Master,Engineer,Bengaluru,24,Gold,Mobile App,9,87061.43,9673.49,0.5,15,11.6,6,1,12,7.8,0,39.9,5.9,0
C056839,61,Male,26898,PhD,Other,Bengaluru,27,Silver,Store,238,12055.49,50.65,8.7,13,11.4,7,1,47,7.8,0,93.5,25.0,0
C056840,66,Female,75767,Bachelor,Engineer,Pune,50,None,Website,229,45904.77,200.46,4.7,15,17.4,5,1,15,8.4,1,49.8,36.7,1
C056841,53,Female,62913,Bachelor,Teacher,Kochi,106,Gold,Marketplace,399,121151.86,303.64,3.67,24,11.4,4,4,83,5.7,2,88.6,41.5,1
C056842,37,Female,87116,Bachelor,IT,Kochi,41,None,Mobile App,31,43990.49,1419.05,0.63,19,5.5,9,3,38,5.7,1,85.0,39.5,1
C056843,27,Male,29125,Master,Sales,Pune,55,Silver,Store,289,67551.44,233.74,5.52,7,18.5,8,3,61,6.5,2,50.8,48.0,0
C056844,41,Male,31862,Diploma,Finance,Mumbai,9,Silver,Marketplace,44,13871.2,315.25,7.09,15,4.5,4,3,43,4.8,1,42.4,45.4,1
C056845,50,Female,35513,High School,Other,Mumbai,118,None,Mobile App,822,26029.58,31.67,6.21,20,11.3,3,1,22,6.9,3,26.8,36.0,0
C056846,46,Male,88774,PhD,IT,Madurai,42,None,Store,208,62398.9,299.99,6.58,18,9.3,5,0,63,7.5,1,74.0,65.1,1
C056847,47,Female,91956,Bachelor,Business,Madurai,12,None,Website,58,178913.75,3084.72,5.65,11,10.4,7,0,44,6.2,2,55.4,35.7,0
C056848,53,Female,104640,PhD,Sales,Coimbatore,40,Silver,Marketplace,157,70904.23,451.62,3.71,18,13.4,2,1,41,6.7,2,48.2,43.8,1
C056849,62,Male,93066,Bachelor,Finance,Bengaluru,22,None,Website,134,106446.71,794.38,5.92,11,15.0,4,1,107,8.7,2,74.5,28.0,1
C056850,23,Male,54046,Master,Business,Pune,101,None,Website,114,33470.34,293.6,1.3,13,14.6,7,1,85,8.4,1,52.3,15.2,1
C056851,64,Male,15000,High School,Student,Delhi,118,Gold,Mobile App,814,13864.83,17.03,7.13,9,9.2,8,0,60,5.9,0,66.4,52.9,1
C056852,31,Male,132318,Bachelor,IT,Chennai,90,Silver,Website,565,231814.37,410.29,6.47,21,15.6,8,5,109,8.3,0,31.3,38.4,1
C056853,20,Female,71900,Bachelor,Finance,Chennai,42,Silver,Mobile App,170,108435.01,637.85,6.05,13,13.8,5,0,46,8.5,1,70.9,69.7,0
C056854,41,Male,89979,Bachelor,Finance,Chennai,16,Platinum,Website,35,34033.05,972.37,4.0,16,11.4,7,4,114,7.0,1,80.6,43.7,1
C056855,36,Female,77211,PhD,Finance,Chennai,73,Gold,Mobile App,222,149521.18,673.52,3.76,22,18.2,1,2,33,8.0,1,56.4,14.0,0
C056856,55,Female,68906,Master,Engineer,Delhi,82,None,Website,281,100271.52,356.84,4.01,18,15.4,4,0,53,6.6,1,49.6,36.3,1
C056857,51,Male,64840,Bachelor,Student,Hyderabad,105,Gold,Mobile App,615,46539.69,75.67,5.92,15,25.4,8,1,82,8.4,2,98.0,32.8,1
C056858,26,Male,85603,Bachelor,Healthcare,Bengaluru,70,None,Mobile App,281,93042.58,331.11,4.87,13,22.0,5,0,66,6.3,2,91.5,47.7,1
C056859,47,Male,54117,Bachelor,Other,Coimbatore,13,Silver,Mobile App,25,94488.07,3779.52,2.01,19,13.0,6,2,23,10.0,0,35.0,40.5,1
C056860,49,Female,19303,Diploma,Other,Madurai,5,Silver,Mobile App,26,19765.78,760.22,5.08,22,2.7,7,1,31,4.8,1,82.2,51.4,1
C056861,30,Female,101663,Diploma,Other,Kochi,1,Silver,Store,3,76362.02,25454.01,3.84,13,7.5,6,1,59,6.9,4,41.0,38.0,1
C056862,35,Female,86824,Master,Student,Madurai,118,Platinum,Marketplace,460,56830.42,123.54,3.91,17,8.8,3,1,44,8.6,3,65.7,23.4,0
C056863,61,Male,159853,Diploma,Teacher,Madurai,116,None,Website,237,217684.19,918.5,2.29,16,4.6,6,2,36,10.0,3,40.3,36.9,1
C056864,39,Male,89830,High School,Finance,Chennai,10,Silver,Mobile App,46,81754.52,1777.27,4.67,12,16.0,5,1,54,9.2,0,40.5,47.1,1
C056865,21,Female,40074,Master,Student,Pune,14,Silver,Website,27,27660.91,1024.48,2.35,12,11.1,12,0,5,9.2,1,72.2,31.9,0
C056866,40,Female,15000,Bachelor,Other,Pune,42,Silver,Mobile App,322,18744.3,58.21,6.56,14,18.5,2,0,55,9.0,1,48.7,27.2,0
C056867,24,Male,55631,PhD,Student,Bengaluru,63,Silver,Marketplace,81,92026.53,1136.13,1.57,15,13.2,9,1,14,6.5,1,87.3,31.9,1
C056868,61,Male,81086,Diploma,Business,Madurai,12,None,Store,41,93897.52,2290.18,3.04,25,7.1,4,3,21,5.0,1,88.4,22.4,1
C056869,28,Female,63373,Master,Other,Madurai,23,Gold,Store,281,120020.5,427.12,11.42,13,4.5,3,2,69,7.0,1,32.4,35.3,1
C056870,56,Male,17354,Bachelor,Business,Coimbatore,118,Platinum,Mobile App,421,36147.12,85.86,3.67,16,26.1,5,1,19,7.2,0,77.0,36.6,0
C056871,59,Female,158738,PhD,Other,Kochi,108,Gold,Website,670,211385.28,315.5,6.59,13,6.4,6,3,42,7.8,0,96.9,30.6,1
C056872,58,Female,43304,Master,Healthcare,Madurai,26,Silver,Store,134,65308.8,487.38,4.25,17,1.8,3,5,55,8.0,2,46.7,40.6,1
C056873,51,Female,108404,Bachelor,Finance,Chennai,24,Gold,Website,148,71802.44,485.15,7.08,17,2.3,5,1,31,10.0,3,49.5,34.4,0
C056874,22,Female,64334,Master,IT,Madurai,76,Silver,Website,330,97770.41,296.27,4.21,15,10.1,5,4,52,7.2,2,61.8,23.8,1
C056875,59,Male,114939,Master,Other,Bengaluru,61,None,Website,223,166605.59,747.11,2.94,14,16.0,13,1,71,6.9,1,74.6,36.0,0
C056876,42,Male,25487,Master,IT,Coimbatore,31,Platinum,Mobile App,68,18577.01,273.19,2.28,11,6.0,8,2,24,10.0,1,70.1,48.7,0
C056877,45,Female,30932,Master,Business,Delhi,56,Silver,Website,66,41215.89,624.48,1.23,13,22.3,8,0,27,7.5,1,52.1,30.6,1
C056878,31,Female,33139,Bachelor,Business,Kochi,106,Gold,Mobile App,776,23014.83,29.66,7.96,18,24.7,5,1,192,6.1,2,98.0,39.7,1
C056879,44,Male,79559,Bachelor,Other,Chennai,25,None,Store,123,114518.09,931.04,5.04,19,12.6,6,1,34,7.1,2,37.0,38.7,0
C056880,33,Male,47927,Master,Teacher,Chennai,98,None,Website,339,63815.21,188.25,2.5,24,16.6,7,6,26,6.2,1,50.7,60.1,1
C056881,44,Female,70338,Bachelor,Engineer,Madurai,29,Gold,Website,87,50321.33,578.41,2.95,25,11.8,6,1,14,5.3,1,45.7,34.5,1
C056882,19,Female,85553,Master,Finance,Mumbai,104,None,Store,1118,154969.66,138.61,10.14,21,4.3,4,1,57,9.2,1,36.8,41.7,1
C056883,36,Male,21756,Master,Teacher,Hyderabad,108,None,Website,320,19025.63,59.46,3.41,14,11.9,4,0,60,6.2,2,89.0,33.5,1
C056884,40,Male,66781,Master,IT,Kochi,41,Silver,Website,176,123348.76,700.85,4.36,17,15.4,4,4,42,9.1,5,47.7,28.4,1
C056885,58,Male,75685,High School,Business,Coimbatore,48,Silver,Mobile App,378,135498.31,358.46,6.59,19,15.0,3,2,1,8.3,2,65.0,43.2,0
C056886,31,Female,34008,Master,Healthcare,Bengaluru,109,Gold,Marketplace,711,38644.71,54.35,7.58,10,8.5,6,2,33,5.4,2,49.3,60.7,0
C056887,64,Male,51383,Diploma,Student,Delhi,8,None,Store,57,22884.74,401.49,7.5,11,2.1,3,2,17,8.0,2,45.0,51.6,0
C056888,68,Male,53091,Bachelor,Teacher,Chennai,111,Platinum,Website,529,72302.5,136.68,4.0,17,14.4,4,0,83,4.6,3,68.3,16.1,1
C056889,43,Male,46090,Bachelor,Sales,Delhi,51,Silver,Website,130,59449.66,457.31,2.28,11,7.6,10,1,87,7.6,3,89.3,36.5,0
C056890,25,Male,152736,Bachelor,Student,Coimbatore,76,Platinum,Website,421,194650.11,462.35,5.82,21,8.4,6,2,33,6.8,0,63.6,23.0,1
C056891,44,Female,45495,Bachelor,Teacher,Kochi,33,None,Website,29,46317.79,1597.17,1.05,24,0.5,4,1,105,5.5,0,89.5,43.9,1
C056892,64,Male,128746,Bachelor,Sales,Kochi,69,None,Store,296,87477.85,295.53,5.27,19,6.4,1,1,133,7.6,3,37.9,30.9,1
C056893,57,Female,28398,Master,Business,Chennai,27,Gold,Website,140,42604.16,304.32,5.3,15,15.5,8,1,38,6.3,1,93.6,3.9,0
C056894,45,Female,52561,Bachelor,Student,Madurai,16,None,Website,75,42051.3,560.68,4.93,9,8.5,4,2,96,7.7,3,65.7,13.1,0
C056895,21,Male,69361,Bachelor,Other,Delhi,77,None,Website,608,89581.52,147.34,6.26,18,14.5,7,1,64,7.7,2,51.2,26.2,0
C056896,55,Female,26667,High School,Teacher,Delhi,21,Silver,Store,135,22448.0,166.28,6.45,9,18.0,5,1,41,8.9,2,78.7,51.8,1
C056897,28,Male,25604,Diploma,Business,Delhi,30,Gold,Website,115,37137.95,322.94,4.14,9,14.4,7,1,71,6.4,0,65.2,39.7,1
C056898,61,Female,116799,Bachelor,Finance,Coimbatore,59,None,Mobile App,210,78297.45,372.84,3.89,15,11.8,6,1,19,6.9,2,45.4,17.9,0
C056899,41,Male,27216,High School,Other,Mumbai,115,None,Mobile App,1078,16108.23,14.94,8.22,17,15.4,8,0,81,6.7,2,29.5,28.2,1
C056900,45,Female,73493,Master,Student,Coimbatore,108,None,Website,279,181064.84,648.98,2.46,16,21.9,10,1,29,7.9,3,75.2,11.0,0
C056901,58,Male,77946,Master,Finance,Madurai,67,None,Store,491,101075.29,205.86,6.32,23,11.6,8,2,131,9.2,1,58.2,18.5,0
C056902,35,Male,53569,Bachelor,Teacher,Chennai,38,Silver,Store,173,150035.97,867.26,4.69,17,4.3,5,2,94,7.6,4,98.0,53.1,1
C056903,66,Male,107734,Bachelor,Business,Bengaluru,43,None,Store,255,119210.16,467.49,5.96,16,10.7,5,3,53,7.4,2,62.1,45.6,0
C056904,38,Female,94804,High School,Sales,Kochi,17,None,Mobile App,43,166000.92,3860.49,2.37,15,1.1,4,0,74,7.4,0,56.0,50.9,1
C056905,43,Male,37341,High School,Teacher,Pune,11,Gold,Mobile App,46,58679.06,1275.63,6.37,11,19.2,2,1,73,8.5,0,35.0,32.9,0
C056906,20,Female,29326,Bachelor,Finance,Coimbatore,75,None,Website,468,42456.25,90.72,5.98,18,9.4,7,3,93,9.2,2,67.3,15.8,1
C056907,30,Male,120542,Diploma,Finance,Delhi,43,Silver,Website,160,290447.71,1815.3,5.01,14,5.6,3,2,12,8.0,1,78.6,28.6,0
C056908,55,Male,37415,Master,Teacher,Hyderabad,58,None,Website,217,33927.44,156.35,3.61,17,15.0,8,2,50,9.1,3,87.9,30.2,1
C056909,45,Female,140544,High School,Healthcare,Delhi,114,None,Store,343,344520.18,1004.43,2.84,9,0.1,5,0,39,10.0,3,80.7,20.1,0
C056910,31,Male,70418,Bachelor,IT,Madurai,61,Silver,Store,134,98477.68,734.91,1.84,14,27.2,6,0,29,8.9,3,93.2,33.5,0
C056911,18,Male,38939,Diploma,Finance,Kochi,13,Gold,Website,73,39814.91,545.41,6.77,15,9.7,8,2,14,5.2,0,18.0,76.2,0
C056912,45,Male,35252,Bachelor,Teacher,Mumbai,61,None,Store,551,43759.36,79.42,8.55,13,8.6,8,2,106,7.5,1,56.4,35.5,0
C056913,53,Female,47491,Bachelor,Finance,Madurai,120,Gold,Mobile App,548,35550.48,64.87,4.96,8,4.9,4,1,29,8.6,3,74.5,38.5,1
C056914,67,Female,28604,Bachelor,Student,Kochi,52,Gold,Website,400,50932.02,127.33,8.78,18,9.0,4,2,15,6.7,0,71.9,78.5,1
C056915,28,Female,59201,PhD,Business,Madurai,66,Silver,Store,295,25165.21,85.31,4.34,5,9.0,5,3,8,9.2,1,60.9,15.9,0
C056916,60,Male,44835,High School,Student,Coimbatore,66,None,Mobile App,346,35735.31,103.28,6.45,15,7.3,7,1,32,7.6,3,37.1,44.3,1
C056917,57,Male,46494,Diploma,Student,Pune,70,None,Marketplace,30,69445.63,2314.85,0.5,16,14.4,7,1,60,6.5,0,36.9,25.1,0
C056918,21,Female,50327,Master,Student,Delhi,27,None,Mobile App,178,52661.87,295.85,5.69,19,12.3,7,2,109,9.6,1,56.0,53.2,0
C056919,51,Male,46771,Diploma,Teacher,Madurai,102,None,Website,367,50657.38,138.03,3.69,13,0.0,7,2,60,6.7,2,58.4,56.6,0
C056920,18,Male,27058,Diploma,Sales,Hyderabad,40,Gold,Website,143,22989.4,160.77,3.9,11,0.8,7,2,42,5.5,2,72.1,33.0,1
C056921,27,Female,42355,Diploma,Teacher,Chennai,24,Platinum,Mobile App,125,40174.65,321.4,4.96,16,4.5,10,1,55,8.6,1,53.0,57.4,0
C056922,34,Female,67683,Bachelor,Student,Kochi,31,None,Website,86,44006.82,511.71,3.11,14,18.6,4,2,7,8.2,0,44.3,58.3,0
C056923,24,Female,71386,Bachelor,Finance,Kochi,76,Platinum,Website,466,91389.68,196.12,7.49,21,12.7,7,0,20,8.5,4,76.9,19.7,0
C056924,56,Female,57302,Bachelor,Finance,Chennai,25,Silver,Store,101,90589.59,896.93,4.15,16,7.1,7,2,27,5.7,1,72.3,27.9,1
C056925,30,Male,78554,PhD,Teacher,Delhi,18,Platinum,Mobile App,77,68287.21,886.85,4.66,11,12.0,6,4,63,10.0,3,53.5,13.7,1
C056926,39,Male,35306,Diploma,Student,Pune,60,Silver,Mobile App,237,14914.91,62.93,3.48,15,8.7,6,3,36,6.8,1,37.7,46.5,1
C056927,18,Male,57313,Master,Student,Hyderabad,15,None,Website,77,70439.62,914.8,4.33,14,9.6,10,1,57,7.5,3,59.9,32.5,0
C056928,45,Male,75833,Bachelor,Sales,Madurai,5,Silver,Mobile App,18,80293.04,4460.72,3.3,16,15.5,6,3,20,6.5,0,76.5,27.8,0
C056929,50,Female,59706,Diploma,IT,Hyderabad,82,Gold,Marketplace,404,77765.53,192.49,4.65,22,3.6,3,0,22,9.4,2,63.1,37.1,0
C056930,30,Female,156603,Master,Sales,Mumbai,105,Platinum,Website,144,87348.05,606.58,1.66,7,8.1,12,1,26,6.6,0,38.2,63.6,0
C056931,18,Male,54031,High School,Finance,Bengaluru,37,Gold,Marketplace,73,71356.8,977.49,2.9,8,23.3,11,1,46,9.6,2,52.0,8.9,0
C056932,55,Female,47381,Master,Finance,Mumbai,85,None,Mobile App,273,64331.45,235.65,3.06,17,15.8,8,1,23,7.6,2,77.3,23.7,0
C056933,42,Female,29473,High School,IT,Mumbai,32,Silver,Mobile App,114,12729.69,111.66,3.47,18,3.2,6,1,12,5.9,3,37.8,36.5,0
C056934,59,Male,23257,High School,Sales,Bengaluru,104,None,Website,321,18042.83,56.21,2.87,10,11.8,5,1,125,6.7,4,36.4,20.6,1
C056935,38,Male,134422,Bachelor,Healthcare,Chennai,33,Silver,Mobile App,427,134291.96,314.5,9.45,23,12.6,3,1,44,6.2,0,73.1,40.7,1
C056936,50,Male,26670,Bachelor,Teacher,Kochi,108,Gold,Website,585,36905.13,63.09,5.88,17,9.1,3,0,61,9.0,1,30.0,21.5,0
C056937,54,Male,31495,High School,Engineer,Bengaluru,32,Gold,Marketplace,96,13824.68,144.01,3.81,13,11.5,4,1,37,9.6,0,84.5,26.5,1
C056938,51,Female,78763,Bachelor,Teacher,Kochi,108,None,Store,427,70818.12,165.85,3.29,15,8.8,5,1,4,5.7,1,54.8,25.0,1
C056939,20,Female,68978,Diploma,Healthcare,Delhi,35,Silver,Mobile App,75,61802.63,824.04,2.45,11,12.0,2,1,45,7.0,1,85.4,36.8,1
C056940,47,Male,69789,Diploma,Other,Coimbatore,103,Silver,Mobile App,93,123610.19,1329.14,1.17,15,2.5,9,1,75,4.5,2,34.0,58.8,1
C056941,20,Male,82555,High School,Finance,Kochi,105,None,Mobile App,204,87725.44,430.03,1.41,13,7.6,5,3,17,8.3,2,42.8,14.0,0
C056942,35,Male,29026,Master,Teacher,Delhi,70,Gold,Mobile App,232,21794.48,93.94,4.02,19,6.6,5,0,42,7.9,1,37.9,48.8,1
C056943,40,Female,42038,Diploma,Business,Delhi,100,None,Website,438,25348.65,57.87,4.44,21,6.4,8,3,25,6.5,0,66.0,29.1,1
C056944,25,Female,109924,Diploma,Healthcare,Delhi,49,Silver,Mobile App,63,100538.1,1595.84,1.49,5,6.9,2,1,36,8.6,3,46.4,24.1,0
C056945,26,Male,57670,Bachelor,Business,Madurai,51,None,Store,151,131272.98,869.36,3.66,15,5.6,5,1,26,5.8,0,64.1,14.5,0
C056946,19,Female,28994,Diploma,Healthcare,Delhi,2,Gold,Website,13,18895.18,1453.48,6.17,20,7.5,10,3,47,8.2,1,62.3,33.7,0
C056947,19,Female,46192,PhD,IT,Delhi,51,Silver,Website,148,83456.02,563.89,2.77,21,11.9,5,1,34,10.0,0,54.9,36.8,0
C056948,44,Male,48719,High School,Other,Coimbatore,112,None,Mobile App,610,75691.03,124.08,4.23,14,18.0,5,0,9,5.9,2,53.5,39.9,0
C056949,65,Male,67359,High School,IT,Delhi,89,Silver,Store,66,148247.94,2246.18,0.7,15,8.8,3,2,68,5.1,7,62.1,51.3,1
C056950,56,Female,30587,Bachelor,Business,Hyderabad,118,Gold,Mobile App,682,60561.96,88.8,5.19,17,16.6,11,1,37,10.0,0,75.5,14.5,1
C056951,53,Female,86165,Master,Business,Kochi,12,None,Marketplace,21,70672.23,3365.34,1.97,9,4.9,4,3,138,9.0,3,79.1,44.3,1
C056952,22,Female,84546,Bachelor,Finance,Hyderabad,3,None,Store,11,43597.65,3963.42,4.21,18,14.5,6,3,12,5.9,5,39.6,25.6,0
